uuid,missing_concept
abb81cba-0f44-4b94-a910-9715c8870ce1,Scotoplanes sp. A
12cc1736-e22f-4efd-ba48-de913e600958,Asteronyx loveni
585c000c-cc15-420f-98b0-067c973438ad,Asteronyx
609f0a8f-accf-4f65-9516-1ebedf727357,Embassichthys bathybius
26293f0e-b95e-4031-a8b7-7dd12ba7d36e,Paragorgia
eb553871-5a18-4c42-9746-dce8d04698c3,Alcyonacea
c7409477-9ceb-45e2-a87c-ef47e179a2ed,Ophiuroidea
7d3cfc64-051d-468d-9d2a-6de0749f2854,Bathyraja trachura
7d3cfc64-051d-468d-9d2a-6de0749f2854,Porifera
8ef75fcc-86b5-43c8-a187-6bd7a41a2800,Bathyraja trachura
d61c87e6-e2dd-4323-b2b5-a6e12cddc17f,Bathyraja
d61c87e6-e2dd-4323-b2b5-a6e12cddc17f,Bathyraja trachura
6ce77941-dfcf-4c5a-8a35-3cbb82b7f225,Psathyrometra fragilis
fcce617e-f92d-4dcc-9d9d-841559e2a603,Vesicomyidae
a65a4bbc-c0f5-4fb9-b9d3-a5a40caea138,Scotoplanes sp. A
00a0e1e3-ffc6-412e-a9f2-dd08a795a550,Scotoplanes sp. A
834e7fda-bfb2-4d02-9422-031c35d0c222,Ophiuroidea
4162ac91-1fa1-4aa4-9f70-db46fb6b0cce,Ophiuroidea
4162ac91-1fa1-4aa4-9f70-db46fb6b0cce,Porifera
75784bb5-cfda-4831-91e6-240ed55fbc76,Bathyraja trachura
75784bb5-cfda-4831-91e6-240ed55fbc76,Porifera
1102e753-351d-41cc-b800-35a9ad92eaf3,Porifera
ae275264-8829-4bd3-9194-38acf4003cf0,Bathyraja trachura
ae275264-8829-4bd3-9194-38acf4003cf0,Porifera
f190a7d7-adf8-4148-9952-6a51f2661c18,Ophiuroidea
d5e2db9c-f686-4030-bab1-5794e37cb8a8,Ophiuroidea
62d4f48d-88a2-4f7c-9462-7df56dbc701b,Cnemidocarpa
62d4f48d-88a2-4f7c-9462-7df56dbc701b,Galatheidae
62d4f48d-88a2-4f7c-9462-7df56dbc701b,Pteraster
1c44eaaf-db63-43e1-8ee1-c72080331519,Bathyraja trachura
1c44eaaf-db63-43e1-8ee1-c72080331519,Ophiuroidea
4114ce14-10ce-427c-bad7-7081878f11a7,Porifera
3cb18538-4057-41fb-8965-fdccd6866574,Calliostoma
3cb18538-4057-41fb-8965-fdccd6866574,Ophiuroidea
3cb18538-4057-41fb-8965-fdccd6866574,Pandalopsis ampla
3cb18538-4057-41fb-8965-fdccd6866574,Porifera
6e783bcc-b24e-4345-b162-ecbec48ebfed,Embassichthys bathybius
6e783bcc-b24e-4345-b162-ecbec48ebfed,Pandalopsis ampla
653e7e1e-5199-41d7-92f3-c972b1459ea2,Umbellula sp. 2
a2acb25a-cf13-4dc7-b08b-19ae44f7a398,Galatheidae
87060e4d-ab71-49be-84c0-f2a82617a215,Asbestopluma
edffb0a4-f204-4c5a-829c-a46fd25fa82f,Octocorallia
3c46fca9-45c0-4b34-b815-7a1ae9d5db41,Embassichthys bathybius
2fdb50f9-0961-41aa-8e46-e97b3db984fb,Embassichthys bathybius
03696248-87cc-43a7-a396-2a2e1499d20d,Antedonoidea sp. 1
03696248-87cc-43a7-a396-2a2e1499d20d,Cnemidocarpa
03696248-87cc-43a7-a396-2a2e1499d20d,Ophiuroidea
03696248-87cc-43a7-a396-2a2e1499d20d,Pannychia sp. 1
03696248-87cc-43a7-a396-2a2e1499d20d,Porifera
03696248-87cc-43a7-a396-2a2e1499d20d,coral skeleton
4793e308-a21c-4ce2-8a19-eb645f1a127c,Mysida
4793e308-a21c-4ce2-8a19-eb645f1a127c,Poralia rufescens
ca49490d-2e8c-45ce-b1d3-4c357077ff52,Crossaster borealis
39648443-a7bd-482e-afde-028e7ec5de9b,Microstomus pacificus
bc2f73b1-dbb5-4cfc-a046-4150a8744b07,Crossaster borealis
23057393-1a30-499a-a77e-6c01726fe9ec,Embassichthys bathybius
65f9ba51-2998-4c23-9001-fa3c9e0a6016,Ceriantharia sp. 2
65f9ba51-2998-4c23-9001-fa3c9e0a6016,Umbellula sp. 2
30eac15e-0be2-44bb-a18f-45e6c8a5b373,Ceriantharia
30eac15e-0be2-44bb-a18f-45e6c8a5b373,Umbellula sp. 2
f1bcbc0f-1497-41b4-b5cf-19db3f20fad2,Umbellula sp. 2
5ad54bb0-c1cc-491a-b235-b520efb1c4e5,Psathyrometra fragilis
fb511a23-6b25-4636-89a4-94d93bba6bef,Ceriantharia
fb511a23-6b25-4636-89a4-94d93bba6bef,Hexacorallia
118dc25c-1f40-4100-9a39-1a888c3c101f,Asteronyx loveni
9dc3e70d-8068-44ed-bb65-51518decf24f,Umbellula sp. 2
bf04a824-1824-4ff7-a191-56c1af93d67b,Microstomus pacificus
fb1e6e5c-e25e-40f9-b3a5-20049b8e7775,Galatheidae
fb1e6e5c-e25e-40f9-b3a5-20049b8e7775,Paguroidea
fb1e6e5c-e25e-40f9-b3a5-20049b8e7775,Vesicomya
da2aa4fc-d51b-46af-909c-96fd6a25d7cc,Mysida
f44f9702-dc82-45b5-b8db-9f818d972493,Asbestopluma
f44f9702-dc82-45b5-b8db-9f818d972493,Pannychia moseleyi
b54ecf48-b210-4206-8455-7b3f33610b97,Microstomus pacificus
b54ecf48-b210-4206-8455-7b3f33610b97,Vesicomyidae
4a4f9375-2fa7-463f-aacb-1afb32f7d23a,Microstomus pacificus
4a4f9375-2fa7-463f-aacb-1afb32f7d23a,Vesicomyidae
cf608527-66d6-4ccc-b260-494ba0e14f4f,Microstomus pacificus
67ec1683-ef43-4367-82bd-998f4a5031c8,Embassichthys bathybius
67ec1683-ef43-4367-82bd-998f4a5031c8,Microstomus pacificus
95681c8e-11ac-44f7-9f38-9bfb8cdcc120,Bathyraja trachura
e79e365b-1ce1-4675-b10e-6fdfaca3c22e,Umbellula sp. 2
274b4638-cc31-4c8f-a860-84ea0f14f6a6,Embassichthys bathybius
84947723-2e06-4de3-ba6e-c235e38b4ebf,Sebastolobus altivelis
84947723-2e06-4de3-ba6e-c235e38b4ebf,Vesicomya
5866faef-f9b2-4250-b726-50bc0918b764,Asthenactis fisheri
5866faef-f9b2-4250-b726-50bc0918b764,Dipsacaster
40ba8d42-24a7-45cb-8b7e-95c9c35761c5,Bathyraja trachura
40ba8d42-24a7-45cb-8b7e-95c9c35761c5,Pandalopsis ampla
193b47c7-2c37-4687-9fc7-91b8f35da233,Bathyraja trachura
193b47c7-2c37-4687-9fc7-91b8f35da233,Porifera
eaacfb34-2c27-421e-a11e-24e2c276df3e,Chorilia
eaacfb34-2c27-421e-a11e-24e2c276df3e,Pandalopsis ampla
86275ce1-33c4-47b9-a605-cdc2556cbccd,Octocorallia
86275ce1-33c4-47b9-a605-cdc2556cbccd,Pandalopsis ampla
86275ce1-33c4-47b9-a605-cdc2556cbccd,Porifera
0e39c12d-057c-49bf-a1ba-7085062af3e7,Bathyraja trachura
0e39c12d-057c-49bf-a1ba-7085062af3e7,Porifera
7984b198-e48c-4dde-983a-26ae6f0be1f4,Embassichthys bathybius
7984b198-e48c-4dde-983a-26ae6f0be1f4,Microstomus pacificus
ab7d8018-8a57-488f-b216-2d9b7c38eb79,Embassichthys bathybius
9a1e7fa1-2878-4f21-9fee-7eeb8569a913,Asbestopluma
9a1e7fa1-2878-4f21-9fee-7eeb8569a913,Ophiuroidea
9a1e7fa1-2878-4f21-9fee-7eeb8569a913,Porifera
c3765ffa-0cba-4f5f-bb3e-f62f621dec57,Ophiuroidea
c3765ffa-0cba-4f5f-bb3e-f62f621dec57,Pannychia moseleyi
7a07b859-5df5-458d-9f2d-ccccf53c754d,Porifera
5a9365bd-e7e9-47c8-9fd0-282fcd481c61,Calliostoma
19b73d87-4151-4d11-8866-e8242344afe8,Ophiuroidea
81dd3c7f-da30-49cf-8409-09605edbaa60,Porifera
d0a3c691-2ec7-49f4-ac6e-1320139cf4e4,Octocorallia
d0a3c691-2ec7-49f4-ac6e-1320139cf4e4,Porifera
783b5df3-cff7-4dc4-8df0-19ab8b3e4f99,Cnemidocarpa
783b5df3-cff7-4dc4-8df0-19ab8b3e4f99,Demospongiae sp. 1
783b5df3-cff7-4dc4-8df0-19ab8b3e4f99,Ophiacanthidae
783b5df3-cff7-4dc4-8df0-19ab8b3e4f99,Paragorgia
3cfc47bd-6ba0-461d-9f5d-68b0f029b913,Munida sp. A
d7086c15-4eec-4dc2-a908-213945e3e545,Galatheidae
d7086c15-4eec-4dc2-a908-213945e3e545,Thenea
74ac8018-5f51-4fbd-a772-7fb2ec1eb2ba,Umbellula sp. 2
5bab211a-c2b3-4887-a570-7368992693e5,Sebastolobus altivelis
3f3d3b09-1f10-4b97-aba9-dcf7ca2db5e1,Embassichthys bathybius
3f3d3b09-1f10-4b97-aba9-dcf7ca2db5e1,Pandalopsis ampla
8faa79da-785b-45d8-a6dd-c2e99f565614,Cnemidocarpa
8faa79da-785b-45d8-a6dd-c2e99f565614,Galatheidae
8faa79da-785b-45d8-a6dd-c2e99f565614,Pandalopsis ampla
a5f60dbd-9461-454e-bc33-3428ed0a7af6,Porifera
a8ed9be2-4e92-4d34-b2ae-a45ecf0fcb71,Galatheidae
a8ed9be2-4e92-4d34-b2ae-a45ecf0fcb71,Paragorgia
a8ed9be2-4e92-4d34-b2ae-a45ecf0fcb71,Porifera
ca0fd0e0-aacd-4543-a6c0-19038a6c243d,Microstomus pacificus
ca0fd0e0-aacd-4543-a6c0-19038a6c243d,Munida sp. A
ca0fd0e0-aacd-4543-a6c0-19038a6c243d,Porifera
ca0fd0e0-aacd-4543-a6c0-19038a6c243d,Porifera detritus
89fb8a8b-4b2d-4ba6-88df-39789495ad3e,Chorilia
89fb8a8b-4b2d-4ba6-88df-39789495ad3e,Porifera
23497a55-c0cb-4f8a-b39c-c3bcb20ab9ca,Porifera
3ff35b2e-ab59-4299-bf4b-d730c620c0d9,Galatheidae
3ff35b2e-ab59-4299-bf4b-d730c620c0d9,Porifera
528eebc3-3694-4d6d-bab2-c86e3a3df715,Porifera
41e6aa2b-66c4-417e-8230-915455765293,Asbestopluma
c5db7f1c-7a0a-40af-bcf4-ff235d4c5453,Hippasteria lepidonotus
da83402a-9e24-45d2-ba0e-4ffe75eeecda,Ceriantharia
da83402a-9e24-45d2-ba0e-4ffe75eeecda,Porifera
da83402a-9e24-45d2-ba0e-4ffe75eeecda,detrital aggregate
b58a22fe-3073-4683-a219-98a4bde528f4,Thenea
b58a22fe-3073-4683-a219-98a4bde528f4,Tritonia
b5d0de4b-4842-40a5-b2fe-4d34471900b9,Ophiuroidea
feb65142-c009-41f4-97d5-e4e2fbd4569b,Cnemidocarpa
e33af4fe-9a96-4d8d-b1c3-6b9c2aaeeb46,Umbellula sp. 2
4d644da3-404a-4c3f-8e7e-31baeeeb5a25,Ophiuroidea
4d644da3-404a-4c3f-8e7e-31baeeeb5a25,Porifera
6a644afc-af0f-489a-887f-ab2d6417dee6,Ophiuroidea
23a359e7-874c-455d-a6d4-8aed4cdf8dc4,Paguroidea
23a359e7-874c-455d-a6d4-8aed4cdf8dc4,Porifera
24c395fc-0089-47bd-949e-4a6715dd2390,Ceriantharia
a9b8ec81-e6ff-4fc5-8bb2-299566dd938e,Umbellula sp. 2
674aaba1-2934-4efc-b326-ffe7296fb5e1,Paguroidea
674aaba1-2934-4efc-b326-ffe7296fb5e1,Umbellula sp. 2
8e98c58b-8349-4bcb-b973-0f47c61724c3,Ceriantharia
8251c7a3-a608-4cda-a990-dbdaffa046a1,Ophiuroidea
1c860b4b-483d-4aee-8d3a-38aac6a5beb6,Ceriantharia
27b7250d-cb60-408c-aca9-abc063cfd53a,Umbellula sp. 2
e19009af-9b1e-4930-90ca-27bce8afb2e4,Callistephanus simplex
e19009af-9b1e-4930-90ca-27bce8afb2e4,Porifera
ed756713-f5e1-4771-a63c-94e7bacdd7e2,Suction Sampler
c4e6cc83-e9af-49f2-9625-1c762142c46e,Neoloricata
c4e6cc83-e9af-49f2-9625-1c762142c46e,Plantae detritus
c4e6cc83-e9af-49f2-9625-1c762142c46e,Porifera
c7d50d63-0f6a-4ddb-ab1a-373444b52c3a,Microstomus pacificus
c7d50d63-0f6a-4ddb-ab1a-373444b52c3a,Umbellula sp. 2
2467715a-ee91-42f9-b6d1-f7acf4bb74ad,Embassichthys bathybius
2467715a-ee91-42f9-b6d1-f7acf4bb74ad,Solaster
2467715a-ee91-42f9-b6d1-f7acf4bb74ad,Umbellula sp. 2
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Asbestopluma
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Hippasteria californica
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Hippasteria lepidonotus
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Latrunculia (Latrunculia) austini
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Porifera
0c9682f2-35a1-4cf9-a57e-90aef9101aaa,Psathyrometra fragilis
0b6c3698-d1c3-4721-a10d-18e31bce3c5f,Embassichthys bathybius
0b6c3698-d1c3-4721-a10d-18e31bce3c5f,Thenea muricata
35ab6ff9-8237-4aac-aca5-891f5e5177a6,Embassichthys bathybius
35ab6ff9-8237-4aac-aca5-891f5e5177a6,Porifera
0fc3f30c-7a1b-4b19-bcd8-31c78e98daaa,Bathyraja trachura
0fc3f30c-7a1b-4b19-bcd8-31c78e98daaa,Pandalopsis ampla
0fc3f30c-7a1b-4b19-bcd8-31c78e98daaa,Psathyrometra fragilis
8fcd6ed2-3e38-4efa-ae6d-c8cde1919fa0,Galatheidae
f4ce45c1-ac9b-4bee-8099-6f8779b9dbae,Galatheidae
b2f8952b-2575-4597-9b32-111180143201,Acanthascinae sp. 4
b2f8952b-2575-4597-9b32-111180143201,Paragorgia
b49964cc-560d-4107-b31f-20156fe729b1,Acanthascinae sp. 4
b49964cc-560d-4107-b31f-20156fe729b1,Asbestopluma monticola
b49964cc-560d-4107-b31f-20156fe729b1,Dipsacaster
b49964cc-560d-4107-b31f-20156fe729b1,Porifera
b49964cc-560d-4107-b31f-20156fe729b1,Umbellula sp. 2
5cf27b2d-6a45-4bab-9416-83ee9ed0776c,Asbestopluma monticola
5cf27b2d-6a45-4bab-9416-83ee9ed0776c,Hexactinellida sp. 4
811d375e-a546-4909-84e5-4fae0e3f13b5,Asbestopluma
811d375e-a546-4909-84e5-4fae0e3f13b5,Pandalopsis ampla
811d375e-a546-4909-84e5-4fae0e3f13b5,Porifera
1a5f8892-e101-4d13-985c-01b9f29fcc15,Porifera
cd69cd02-0641-4ffc-860f-63be002a1bb3,Microstomus pacificus
cd69cd02-0641-4ffc-860f-63be002a1bb3,Vesicomyidae
dbc65cce-c1cd-4bd1-8b8e-0d5d78ecac74,Vesicomyidae
a917f376-c0f4-481b-9177-e936f7c39023,Vesicomyidae
aa670054-1117-45d8-9208-d7b13c6b3f8b,Galatheidae
b8833b97-9b07-492c-aa19-5dcda1c1fcb0,Psathyrometra fragilis
c08d690e-0da9-44aa-95ab-8229188972d5,Embassichthys bathybius
c08d690e-0da9-44aa-95ab-8229188972d5,Vesicomyidae
a9675f69-097c-4ea3-ab05-5b307ecead03,Paragorgia sp. 1
a9675f69-097c-4ea3-ab05-5b307ecead03,Psathyrometra fragilis
74e3fd1c-ec53-4c3a-84be-38c592cfa917,Comatulida
74e3fd1c-ec53-4c3a-84be-38c592cfa917,Sebastolobus alascanus
14ca2bf3-753d-46f2-8574-62fa44e2b8a5,Asbestopluma monticola
14ca2bf3-753d-46f2-8574-62fa44e2b8a5,Pannychia moseleyi
14ca2bf3-753d-46f2-8574-62fa44e2b8a5,Porifera
33356080-20e2-4739-a6cf-841fee2f1a80,Asbestopluma monticola
33356080-20e2-4739-a6cf-841fee2f1a80,Porifera
445925e6-39fd-4ae7-80c9-071b2a56564d,Ascidiacea
7bb716f9-58d8-4d50-a6ff-9c958c17181f,Pandalopsis ampla
c8f87b01-885a-4131-baa9-eaec06bd0e73,Sebastolobus altivelis
128591a6-65ac-4b26-a9c2-af4af66ae557,Porifera
4655e04e-6453-4ac9-b812-1814ffaab7e0,Antedonoidea sp. 1
f9a5c9f1-dd44-49d2-8358-7abf443ce988,Paragorgia
f9a5c9f1-dd44-49d2-8358-7abf443ce988,Porifera
a73e32bb-bc2c-4435-812c-2602e0fcea2f,Asbestopluma monticola
a73e32bb-bc2c-4435-812c-2602e0fcea2f,Embassichthys bathybius
6b033531-bcce-40ff-95d1-5e6805b167e1,Porifera
6b033531-bcce-40ff-95d1-5e6805b167e1,Suction Sampler
8dba97cb-e0d9-4ff1-84c8-f6737c7daa4c,Galatheidae
0e431a8f-2792-42e7-8623-4921127f9641,Asthenactis fisheri
e6fdae2f-86ee-46c7-8c75-fba6a35b8f0d,Florometra serratissima
e6fdae2f-86ee-46c7-8c75-fba6a35b8f0d,Sternostylus
a1fe2c4d-7226-4658-958a-836de317e083,Ascidiacea
2c9b1384-2e24-40f6-915d-223d1ac40a5d,Asbestopluma monticola
2c9b1384-2e24-40f6-915d-223d1ac40a5d,Psathyrometra fragilis
40169242-029f-439c-ae22-a6a2e4c4f8b5,Microstomus pacificus
40169242-029f-439c-ae22-a6a2e4c4f8b5,Psathyrometra fragilis
a57941ee-a923-46c7-8038-53451ff98008,Embassichthys bathybius
a57941ee-a923-46c7-8038-53451ff98008,Microstomus pacificus
a57941ee-a923-46c7-8038-53451ff98008,Pannychia moseleyi
c50fbc95-7097-4d0a-966a-dd23e6f57554,Paragorgia
c50fbc95-7097-4d0a-966a-dd23e6f57554,Porifera
e1e02f2a-93d7-4b0b-a8e0-234cb182cce0,Microstomus pacificus
98867631-2b9c-412e-900d-fae3c4f33ace,Embassichthys bathybius
c7a39588-b6da-4cdb-b72d-432809b43cb3,Asbestopluma monticola
c7a39588-b6da-4cdb-b72d-432809b43cb3,Embassichthys bathybius
c7a39588-b6da-4cdb-b72d-432809b43cb3,Umbellula sp. 2
dbe56ad5-2f50-4998-8a03-33245e46bbed,Porifera
e476fc66-c515-4bac-b43c-12d22672dc85,Octocorallia
312910a6-a5b6-4dce-814c-65ae49d58fd8,Porifera
204ac105-5da0-4d1c-b6f7-7a9c7fb2d80b,Embassichthys bathybius
204ac105-5da0-4d1c-b6f7-7a9c7fb2d80b,Farrea occa
204ac105-5da0-4d1c-b6f7-7a9c7fb2d80b,Pandalopsis ampla
d5a574e4-3d5c-48ca-9b31-4f64247fcb56,Porifera
54a18a93-78ec-4b9a-b33b-fb89d6df0c81,Umbellula sp. 2
064ac005-4fd1-4faa-a399-b9bc66556c5f,Bivalvia
064ac005-4fd1-4faa-a399-b9bc66556c5f,Lycenchelys sp. 1
9c5d0bb5-6660-411b-a661-d56610a59b53,Bivalvia
6be136c9-06bb-48e0-af9e-9c21bf214117,Suction Sampler
9ca970f6-1f1e-4a1c-9c1d-1b5387fc8ddc,Microstomus pacificus
9ca970f6-1f1e-4a1c-9c1d-1b5387fc8ddc,Umbellula sp. 2
aaf27d5d-1321-4b34-a42d-a6abcc54cb9f,Embassichthys bathybius
b4ad035d-8cc2-460b-bb89-ef7c4f66b532,Microstomus pacificus
b4ad035d-8cc2-460b-bb89-ef7c4f66b532,plastic bag
c8fa4d38-3fed-4aaa-88a2-64b7d32c8093,Embassichthys bathybius
172b3fb4-17d9-41a8-9272-9e5efb226015,Microstomus pacificus
172b3fb4-17d9-41a8-9272-9e5efb226015,Mysida
509d3522-39bd-430f-9c77-56a932117f93,Microstomus pacificus
c991e0e6-1225-4178-9a10-38454c42a9c1,Crossaster borealis
c991e0e6-1225-4178-9a10-38454c42a9c1,plastic bag
9f6a88a1-83c0-464d-a31f-6352b92a66d1,Ceriantharia sp. 2
9f6a88a1-83c0-464d-a31f-6352b92a66d1,plastic
04b20175-c367-4361-bfe7-b9de190951f7,Ceriantharia sp. 2
6c6f06bd-a877-4192-baba-e307d0910445,Ceriantharia
0e0e068e-9957-4e10-960c-34b4ec49c2b7,Bivalvia
afb129b6-b3d2-44e3-87bc-79a4be0f0d66,Asthenactis fisheri
710153ea-949a-4dbc-a19a-e8baa4e0b1c3,manipulator
b6d3b3dd-43d2-4151-8529-461bde30df7a,Umbellula sp. 2
3da09d2c-23f8-41d5-b892-abca7aa5c071,Microstomus pacificus
9dae12fa-922f-4168-983e-651ffefe6924,Paragorgia
629cfbed-2ffa-480d-a195-67f3e151723b,Hexactinella
f5544177-a450-4919-a09e-b8f7a59cf1ad,Asbestopluma
f5544177-a450-4919-a09e-b8f7a59cf1ad,Malacostraca
f5544177-a450-4919-a09e-b8f7a59cf1ad,Porifera
34af5198-8587-4601-9776-740ece77d7ce,Asbestopluma
34af5198-8587-4601-9776-740ece77d7ce,Paragorgia
34af5198-8587-4601-9776-740ece77d7ce,Porifera
d26d644f-9e6d-44e7-adc9-c54e621fd43b,Ceriantharia
d26d644f-9e6d-44e7-adc9-c54e621fd43b,Microstomus pacificus
65155d3b-42d3-48dd-9abb-5ba8fb38f891,Microstomus pacificus
e8cbdc3b-6085-41ae-a536-74494783238e,Microstomus pacificus
cf98dd59-3ac7-410c-ae9c-a923f6d3772c,Microstomus pacificus
cf98dd59-3ac7-410c-ae9c-a923f6d3772c,Sebastolobus altivelis
832989e8-4d02-4e89-aec9-cb6aac4d0496,Scotoplanes sp. A
7f2c17e6-85ee-468e-a4c3-3714bfbdc499,Scotoplanes sp. A
851dee3d-7f8b-4431-a389-7e44fed2035b,Asthenactis fisheri
851dee3d-7f8b-4431-a389-7e44fed2035b,Porifera
fdfeac2c-efa3-46fd-bae8-c7cf6bdece9a,Pandalopsis ampla
f9f3969e-e552-408b-8de3-7cb2e7bd3b4f,Ceriantharia
ef0b7936-6061-4cfa-9e4f-de405aa0e949,Microstomus pacificus
c3a5d2ea-2f03-4587-a3f0-dfbbc75ed127,Microstomus pacificus
6b75625b-a843-4669-bb6d-c4f9c63a74ae,Microstomus pacificus
38d1eb76-e3cc-4fab-aad4-166586fc541a,Embassichthys bathybius
93d49848-2b2d-4be3-a4be-7455ebb3dff7,Microstomus pacificus
e3c6c76b-e585-4087-9858-b259d93f3312,Pyrosoma detritus
fd54a00e-d8cc-4d4a-9409-8dc34a293069,Embassichthys bathybius
32a69452-b1bb-43cd-b079-c3ff7179f712,Pyrosoma detritus
14a0dae0-7848-4746-bab0-545554f2204a,Pyrosoma detritus
74c73e35-d02b-4207-9d5a-ba0cd6db0d3e,Pyrosoma detritus
b26b1d10-cede-4fc0-8716-654c2821c21c,Umbellula sp. 2
56b2d736-4e5a-4d03-8fd6-7b1d1c46f46a,Embassichthys bathybius
4f6b56b9-3560-4ee1-a272-3a85a9a8d4ee,Microstomus pacificus
330e0ad5-a7fd-4801-a067-64569fe6ace5,Hexactinellida sp. 4
330e0ad5-a7fd-4801-a067-64569fe6ace5,Paragorgia
e3fed850-b172-41f5-9fd6-611909a6f66f,Sebastolobus alascanus
4be21d69-244f-405c-9bfd-19e6a2a8d666,Sebastolobus alascanus
b72efdd6-a37d-44f9-9fc0-ece467c201fc,Calliostoma
b72efdd6-a37d-44f9-9fc0-ece467c201fc,Pandalopsis ampla
b72efdd6-a37d-44f9-9fc0-ece467c201fc,Sebastolobus alascanus
96664033-6146-45cd-8533-40177795f47e,Pandalopsis ampla
96664033-6146-45cd-8533-40177795f47e,Sebastolobus altivelis
b3f7ba2f-41ce-4258-8284-6eb2d0dce131,Ophiuroidea
b3f7ba2f-41ce-4258-8284-6eb2d0dce131,Sebastolobus altivelis
4010e8b1-22bc-46fe-96de-f553ff5e2210,Sebastolobus altivelis
2d53185b-7923-45ed-8d08-c3eb3123e3ca,Sebastolobus altivelis
56341583-60c7-40c8-b1ae-7af9cb578926,Chorilia
56341583-60c7-40c8-b1ae-7af9cb578926,Sebastolobus altivelis
56341583-60c7-40c8-b1ae-7af9cb578926,Zoantharia
b4ddada3-1eb9-4e83-aa24-eb38d34aa7e1,Sebastolobus altivelis
025dd206-d8db-4ecf-b7c4-3e3865afd30f,Sebastolobus altivelis
8d64fb53-47cc-4de6-8e3f-96621a57a944,Sebastolobus altivelis
a3125d77-f4eb-4b42-898c-de27d1c080ba,Sebastolobus altivelis
71426761-a041-4cb2-84ea-5a26407d3a13,Pandalopsis ampla
71426761-a041-4cb2-84ea-5a26407d3a13,Sebastolobus altivelis
ba86f488-3f53-4c86-81af-89157d657498,Sebastolobus altivelis
7049a0ef-0eb0-44ea-b6f4-afb2b58c0b07,Sebastolobus altivelis
7049a0ef-0eb0-44ea-b6f4-afb2b58c0b07,Umbellula sp. 2
4f636fb3-deff-4709-882e-e3061082d9e4,Sebastolobus altivelis
07310228-3ac8-4fcc-82cb-79bdb532ba7c,Porifera
07310228-3ac8-4fcc-82cb-79bdb532ba7c,Sebastolobus altivelis
f587260e-e317-4c1d-bc62-bb66f98341b2,Cerianthidae
f587260e-e317-4c1d-bc62-bb66f98341b2,Porifera
f587260e-e317-4c1d-bc62-bb66f98341b2,Sebastolobus altivelis
bcacddee-93ce-43f7-b2df-963218b9cfa3,Comatulida
bcacddee-93ce-43f7-b2df-963218b9cfa3,Embassichthys bathybius
bcacddee-93ce-43f7-b2df-963218b9cfa3,Sebastolobus altivelis
1d7a6278-971e-4a05-9fa2-08a4cd45024e,Ophiuroidea
1d7a6278-971e-4a05-9fa2-08a4cd45024e,Pannychia moseleyi
1d7a6278-971e-4a05-9fa2-08a4cd45024e,Sebastolobus altivelis
41cf66fd-92e8-42b5-b5d7-9f623f302d15,Ophiuroidea
41cf66fd-92e8-42b5-b5d7-9f623f302d15,Sebastolobus altivelis
41cf66fd-92e8-42b5-b5d7-9f623f302d15,Tunicata
fbcd4135-9b85-4bec-98da-c5b26d5b20d7,Ophiuroidea
fbcd4135-9b85-4bec-98da-c5b26d5b20d7,Sebastolobus altivelis
14502131-a480-4c29-bf75-23e2ccc3cf2b,Ophiuroidea
14502131-a480-4c29-bf75-23e2ccc3cf2b,Porifera
14502131-a480-4c29-bf75-23e2ccc3cf2b,Sebastolobus altivelis
445c7cb8-9c7b-460c-a4ab-8cbf29305009,Ascidiacea
445c7cb8-9c7b-460c-a4ab-8cbf29305009,Sebastolobus altivelis
0c31d82f-bb3d-4823-9047-46d7de4d9a5c,Ascidiacea
0c31d82f-bb3d-4823-9047-46d7de4d9a5c,Pandalopsis ampla
0c31d82f-bb3d-4823-9047-46d7de4d9a5c,Sebastolobus altivelis
d25642c2-5fd5-444d-af46-cc3a858d034e,Sebastolobus altivelis
11d2a40e-1400-4c56-aac1-8cc75d7f3eb7,eggcase
b0203bd7-9b9b-4a34-a5ed-2dab8f77a061,equipment
7d0419b8-9819-4dab-bffb-a3dc612b7a45,Embassichthys bathybius
7d0419b8-9819-4dab-bffb-a3dc612b7a45,Vesicomyidae
0a7b2250-51aa-44bd-8f7f-b492a9d1a14c,Embassichthys bathybius
7000d147-a757-480e-9a61-2ce78bdd2b45,Microstomus pacificus
7000d147-a757-480e-9a61-2ce78bdd2b45,Umbellula sp. 2
f3e65f03-b65f-4e9d-af77-2c440d4d8388,metal
c77c1af6-2982-43c3-9580-bf8303ceb1fb,Munididae
c77c1af6-2982-43c3-9580-bf8303ceb1fb,Paragorgia
c77c1af6-2982-43c3-9580-bf8303ceb1fb,Porifera
0a0fa68e-ac73-4194-a596-793828dcd213,manipulator
a375e010-eb0b-4100-813c-9b9818981947,Scotoplanes sp. A
a375e010-eb0b-4100-813c-9b9818981947,carapace
0f1f2329-b05f-44f2-8e3f-2320e667e240,Ceriantharia sp. 2
0f1f2329-b05f-44f2-8e3f-2320e667e240,Lycenchelys sp. 1
0f1f2329-b05f-44f2-8e3f-2320e667e240,Scotoplanes sp. A
0f1f2329-b05f-44f2-8e3f-2320e667e240,fecal cast
